PlayerName,PlayerCode,TotalRaidAttacks,TitanNumber,TitanName,TitanDamage,ArmorHead,ArmorTorso,ArmorLeftArm,ArmorRightArm,ArmorLeftHand,ArmorRightHand,ArmorLeftLeg,ArmorRightLeg,BodyHead,BodyTorso,BodyLeftArm,BodyRightArm,BodyLeftHand,BodyRightHand,BodyLeftLeg,BodyRightLeg,SkeletonHead,SkeletonTorso,SkeletonLeftArm,SkeletonRightArm,SkeletonLeftHand,SkeletonRightHand,SkeletonLeftLeg,SkeletonRightLeg
[RG]Atakir ಠ_ಠ,ze4kv,27,0,Mohaca the Gale,2397500,0,8729,0,0,0,0,0,0,0,0,0,0,0,0,270084,2118166,0,0,0,0,0,57,463,0
[RG]Atakir ಠ_ಠ,ze4kv,27,1,Terro the Seeker,8861712,2066867,1999141,0,0,0,0,0,0,0,0,0,0,0,0,0,2398203,0,0,0,0,0,0,0,0
[RG]Atakir ಠ_ಠ,ze4kv,27,2,Sterl the Unmaker,13251362,1018531,1003413,0,0,0,0,0,0,0,0,0,0,0,0,0,2367704,0,0,0,0,0,0,0,0
[RG]Atakir ಠ_ಠ,ze4kv,27,4,Terro the Seeker,17634310,0,0,0,0,0,0,0,0,946807,981125,0,0,0,0,0,2455016,0,0,0,0,0,0,0,0
[RG]Atakir ಠ_ಠ,ze4kv,27,5,Sterl the Unmaker,24552812,0,0,0,0,0,0,0,0,944187,3473904,0,0,0,0,0,2500409,0,0,0,0,0,0,0,0
[RG]Atakir ಠ_ಠ,ze4kv,27,6,Mohaca the Gale,29924536,1007762,0,0,0,0,0,0,996864,0,0,0,0,0,0,3367097,0,0,0,0,0,0,0,0,0
[RG]Atakir ಠ_ಠ,ze4kv,27,3,Terro the Seeker,29924536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kloppie5,4m6g6y,24,0,Mohaca the Gale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kloppie5,4m6g6y,24,1,Terro the Seeker,8008316,916098,2272745,0,0,0,0,0,848176,1403453,2567842,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kloppie5,4m6g6y,24,2,Sterl the Unmaker,8008316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kloppie5,4m6g6y,24,4,Terro the Seeker,11994616,932409,2188169,0,0,0,0,0,865721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kloppie5,4m6g6y,24,5,Sterl the Unmaker,15931414,0,0,0,0,0,0,0,0,0,2676036,0,1258683,0,0,0,0,2077,0,0,0,0,0,0,0
Kloppie5,4m6g6y,24,6,Mohaca the Gale,19762136,2265026,0,0,0,0,0,0,833923,0,0,731772,0,0,0,0,0,0,0,0,0,0,0,0,0
Kloppie5,4m6g6y,24,3,Terro the Seeker,23711929,0,1047275,0,0,0,0,0,0,1386412,1474083,0,0,0,0,0,42021,0,0,0,0,0,0,0,0
ZeroTwo♡,nbee3,24,0,Mohaca the Gale,3649037,1108124,0,0,0,0,0,498136,1224128,0,0,0,0,0,0,671736,146910,0,0,0,0,0,0,0,0
ZeroTwo♡,nbee3,24,1,Terro the Seeker,6732668,1079732,1006796,0,0,0,0,1484,0,0,994881,0,0,0,0,0,736,0,0,0,0,0,0,0,0
ZeroTwo♡,nbee3,24,2,Sterl the Unmaker,8577155,0,0,0,5382,0,0,0,0,1077041,184,0,0,0,761879,0,0,0,0,0,0,0,0,0,0
ZeroTwo♡,nbee3,24,4,Terro the Seeker,10674565,0,0,0,0,0,0,0,0,1075642,1021767,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZeroTwo♡,nbee3,24,5,Sterl the Unmaker,12497263,0,0,0,0,0,0,0,0,484132,523062,0,815503,0,0,0,0,0,0,0,0,0,0,0,0
ZeroTwo♡,nbee3,24,6,Mohaca the Gale,17197789,1141622,1377,0,0,0,0,849520,1046753,837427,0,0,0,0,0,823824,0,0,0,0,0,0,0,0,0
ZeroTwo♡,nbee3,24,3,Terro the Seeker,23204183,0,0,0,0,0,0,0,0,1598071,3593498,0,0,0,0,0,814823,0,0,0,0,0,0,0,0
Glitch (╯°□°)╯︵︵,myb5bkn,22,0,Mohaca the Gale,4574029,0,0,0,0,0,0,0,921088,1159157,0,0,0,0,2493373,0,0,0,0,0,410,0,0,0,0
Glitch (╯°□°)╯︵︵,myb5bkn,22,1,Terro the Seeker,8012153,0,0,0,0,0,0,0,0,1165665,2272459,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glitch (╯°□°)╯︵︵,myb5bkn,22,2,Sterl the Unmaker,13049134,0,0,0,43239,0,773862,0,0,1881806,2314374,0,0,0,23697,0,0,0,0,0,0,0,0,0,0
Glitch (╯°□°)╯︵︵,myb5bkn,22,4,Terro the Seeker,13049134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glitch (╯°□°)╯︵︵,myb5bkn,22,5,Sterl the Unmaker,16634746,0,0,0,0,0,0,0,0,0,3323713,0,259933,0,0,0,0,1965,0,0,0,0,0,0,0
Glitch (╯°□°)╯︵︵,myb5bkn,22,6,Mohaca the Gale,18744529,0,0,0,1619856,0,489926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glitch (╯°□°)╯︵︵,myb5bkn,22,3,Terro the Seeker,22900152,0,0,0,0,0,0,0,0,1782950,2372672,0,0,0,0,0,0,0,0,0,0,0,0,0,0
♤ZuraQuor♤,bnpmyd6,24,0,Mohaca the Gale,3604314,0,5414,0,0,0,0,0,0,0,0,0,0,0,0,1750431,1848467,0,0,0,0,0,0,0,0
♤ZuraQuor♤,bnpmyd6,24,1,Terro the Seeker,7439280,0,0,0,0,0,462,0,0,920773,835668,0,0,0,0,0,2078061,0,0,0,0,0,0,0,0
♤ZuraQuor♤,bnpmyd6,24,2,Sterl the Unmaker,9422719,0,0,0,0,0,0,0,0,0,1983257,0,0,0,0,0,0,181,0,0,0,0,0,0,0
♤ZuraQuor♤,bnpmyd6,24,4,Terro the Seeker,14152968,0,0,0,0,0,0,0,0,1851158,1954444,0,0,0,0,0,924646,0,0,0,0,0,0,0,0
♤ZuraQuor♤,bnpmyd6,24,5,Sterl the Unmaker,17027308,0,543,0,0,0,0,0,952810,0,1920967,0,0,0,0,0,0,18,0,0,0,0,0,0,0
♤ZuraQuor♤,bnpmyd6,24,6,Mohaca the Gale,18830420,873151,0,929961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
♤ZuraQuor♤,bnpmyd6,24,3,Terro the Seeker,22680501,0,0,0,0,0,0,0,0,919302,2001439,0,0,0,0,0,929103,235,0,0,0,0,0,0,0
KF,y974pm3,28,0,Mohaca the Gale,3405805,829972,0,0,0,0,0,0,0,1873123,0,0,0,0,702420,0,0,0,0,0,289,0,0,0,0
KF,y974pm3,28,1,Terro the Seeker,6707591,0,0,0,0,350,0,0,0,1354573,1568366,0,0,0,0,0,378251,0,0,0,0,0,0,0,245
KF,y974pm3,28,2,Sterl the Unmaker,10173945,0,852196,0,0,0,0,0,0,2443925,170232,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KF,y974pm3,28,4,Terro the Seeker,13503450,0,0,0,0,0,0,0,0,2298796,298187,0,0,0,0,0,732521,0,0,0,0,0,0,0,0
KF,y974pm3,28,5,Sterl the Unmaker,16525632,1463943,157124,0,0,0,0,17569,999245,0,0,0,0,0,0,0,384281,0,0,0,0,0,17,0,0
KF,y974pm3,28,6,Mohaca the Gale,22679519,0,2741,0,0,0,0,0,0,0,0,0,0,1081248,0,1143596,3926283,0,0,17,0,0,0,0,0
KF,y974pm3,28,3,Terro the Seeker,22679519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[RG]Zurcam [oO],bmp9w,24,0,Mohaca the Gale,3541934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3541934,0,0,0,0,0,0,0,0
[RG]Zurcam [oO],bmp9w,24,1,Terro the Seeker,7399200,0,0,0,0,0,0,0,0,1632979,2224286,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[RG]Zurcam [oO],bmp9w,24,2,Sterl the Unmaker,10963830,0,0,0,0,0,0,0,0,0,3563903,0,0,0,0,0,0,726,0,0,0,0,0,0,0
[RG]Zurcam [oO],bmp9w,24,4,Terro the Seeker,14996834,0,0,0,0,0,0,0,0,995714,2243310,0,0,0,0,0,793978,0,0,0,0,0,0,0,0
[RG]Zurcam [oO],bmp9w,24,5,Sterl the Unmaker,18719892,0,0,0,0,0,0,0,0,986605,2495958,0,0,0,0,0,240078,0,0,0,0,0,0,0,415
[RG]Zurcam [oO],bmp9w,24,6,Mohaca the Gale,22493101,142231,22078,0,0,114250,133496,135651,143390,990215,0,68129,2023765,0,0,0,0,0,0,0,0,0,0,0,0
[RG]Zurcam [oO],bmp9w,24,3,Terro the Seeker,22493101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukinawsum,25834nk,24,0,Mohaca the Gale,3817906,0,0,0,0,0,0,0,0,2156045,0,0,0,0,1661860,0,0,0,0,0,0,0,0,0,0
fukinawsum,25834nk,24,1,Terro the Seeker,4763963,0,0,0,0,0,0,0,0,0,946057,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukinawsum,25834nk,24,2,Sterl the Unmaker,8350241,2025120,0,0,0,0,742092,0,0,0,819065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukinawsum,25834nk,24,4,Terro the Seeker,12134500,1716948,989550,0,0,0,0,0,0,227188,0,0,0,0,0,0,850571,0,0,0,0,0,0,0,0
fukinawsum,25834nk,24,5,Sterl the Unmaker,15666284,1963417,817861,0,0,0,0,0,750504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fukinawsum,25834nk,24,6,Mohaca the Gale,19167770,2005582,0,0,0,0,0,0,778237,0,0,0,717666,0,0,0,0,0,0,0,0,0,0,0,0
fukinawsum,25834nk,24,3,Terro the Seeker,22075192,0,0,0,0,0,0,0,0,2001681,0,0,0,0,0,0,905739,0,0,0,0,0,0,0,0
[RG]BiLl,gp53n2d,24,0,Mohaca the Gale,3495894,0,881008,0,0,0,0,0,0,0,0,0,0,849751,0,1765082,0,0,0,52,0,0,0,0,0
[RG]BiLl,gp53n2d,24,1,Terro the Seeker,7213904,2013293,859350,792390,0,52975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[RG]BiLl,gp53n2d,24,2,Sterl the Unmaker,8311867,0,0,0,0,0,0,0,0,0,1097963,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[RG]BiLl,gp53n2d,24,4,Terro the Seeker,9154830,0,0,0,0,0,622,0,842339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[RG]BiLl,gp53n2d,24,5,Sterl the Unmaker,12931851,0,1965999,0,0,0,0,0,0,938545,0,0,0,0,0,0,872475,0,0,0,0,0,0,0,0
[RG]BiLl,gp53n2d,24,6,Mohaca the Gale,16436459,0,174,0,0,681551,0,0,0,1985895,0,254124,582862,0,0,0,0,0,0,0,0,0,0,0,0
[RG]BiLl,gp53n2d,24,3,Terro the Seeker,21904695,976033,785110,0,0,0,0,0,847363,847295,2012432,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apokolipse,n2yd8d,23,0,Mohaca the Gale,3727678,0,0,0,0,0,0,0,0,0,0,0,0,1980469,0,369485,1377689,0,0,0,0,0,33,0,0
Apokolipse,n2yd8d,23,1,Terro the Seeker,6595965,0,0,0,0,0,0,0,0,1000673,1867614,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apokolipse,n2yd8d,23,2,Sterl the Unmaker,7534691,0,0,0,0,0,0,0,369424,0,0,0,0,0,569300,0,0,0,0,0,0,0,0,0,0
Apokolipse,n2yd8d,23,4,Terro the Seeker,14132944,0,0,0,0,0,0,0,0,1851030,4747223,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apokolipse,n2yd8d,23,5,Sterl the Unmaker,14132944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apokolipse,n2yd8d,23,6,Mohaca the Gale,17972194,904705,0,0,497924,0,452363,0,1043956,0,0,940299,0,0,0,0,0,0,0,0,0,0,0,0,0
Apokolipse,n2yd8d,23,3,Terro the Seeker,21710471,0,2061361,0,0,0,0,0,0,913665,763249,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[RG]Chrono☆,3r9q83,24,0,Mohaca the Gale,3640319,1001937,0,0,0,0,1849331,0,0,0,0,0,789050,0,0,0,0,0,0,0,0,0,0,0,0
[RG]Chrono☆,3r9q83,24,1,Terro the Seeker,3640319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[RG]Chrono☆,3r9q83,24,2,Sterl the Unmaker,7354171,940330,907998,0,0,0,0,0,1865523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[RG]Chrono☆,3r9q83,24,4,Terro the Seeker,10694988,0,0,0,0,0,0,0,0,0,3340816,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[RG]Chrono☆,3r9q83,24,5,Sterl the Unmaker,14183481,0,0,0,0,0,0,0,0,0,3488493,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[RG]Chrono☆,3r9q83,24,6,Mohaca the Gale,14183481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[RG]Chrono☆,3r9q83,24,3,Terro the Seeker,21562713,992589,882112,0,0,0,0,0,1855802,977185,2671542,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fernd (ง'̀-'́)ง,24wew8e,24,0,Mohaca the Gale,3143096,0,175,0,0,0,0,900245,877619,0,0,683150,0,680178,0,0,0,0,0,1727,0,0,0,0,0
Fernd (ง'̀-'́)ง,24wew8e,24,1,Terro the Seeker,6684302,0,0,0,0,0,13782,0,0,893477,1870864,0,0,0,0,0,763081,0,0,0,0,0,0,0,0
Fernd (ง'̀-'́)ง,24wew8e,24,2,Sterl the Unmaker,6684302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fernd (ง'̀-'́)ง,24wew8e,24,4,Terro the Seeker,7491594,0,5742,0,0,0,652,0,800896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fernd (ง'̀-'́)ง,24wew8e,24,5,Sterl the Unmaker,13093682,0,0,0,0,0,0,0,0,985603,3882717,0,0,0,0,0,733690,17,0,0,0,0,59,0,0
Fernd (ง'̀-'́)ง,24wew8e,24,6,Mohaca the Gale,14507579,0,1659,0,0,0,0,0,712074,0,0,0,151538,0,547052,0,0,17,0,0,1555,0,0,0,0
Fernd (ง'̀-'́)ง,24wew8e,24,3,Terro the Seeker,20940518,542800,2009840,0,0,0,0,0,0,1225001,1897383,0,0,0,0,0,757912,0,0,0,0,0,0,0,0
Scott Pilgrim,qr42d73,20,0,Mohaca the Gale,4042051,0,988797,41591,0,1049264,0,1006439,0,955958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott Pilgrim,qr42d73,20,1,Terro the Seeker,8153411,0,0,0,0,18250,0,2038465,0,1036380,1018264,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott Pilgrim,qr42d73,20,2,Sterl the Unmaker,8153411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott Pilgrim,qr42d73,20,4,Terro the Seeker,9214543,0,0,0,0,0,0,0,0,0,1061113,0,0,0,0,0,0,18,0,0,0,0,0,0,0
Scott Pilgrim,qr42d73,20,5,Sterl the Unmaker,12340744,1011547,187,84519,0,1043863,0,986082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott Pilgrim,qr42d73,20,6,Mohaca the Gale,16495692,0,983562,0,0,0,0,1188595,0,0,0,0,0,0,1981501,0,0,261,0,0,1026,0,0,0,0
Scott Pilgrim,qr42d73,20,3,Terro the Seeker,20596664,0,0,0,128622,0,965122,0,0,975168,1003503,0,0,0,0,0,1028555,0,0,0,0,0,0,0,0
DeathScythe*,qdd82qg,24,0,Mohaca the Gale,3096142,0,0,0,0,0,0,756102,0,859752,0,1444377,0,35909,0,0,0,0,0,0,0,0,0,0,0
DeathScythe*,qdd82qg,24,1,Terro the Seeker,6406653,854764,839466,0,0,0,0,0,0,0,0,0,0,0,0,0,1616279,0,0,0,0,0,0,0,0
DeathScythe*,qdd82qg,24,2,Sterl the Unmaker,8204962,0,0,0,0,0,0,0,0,0,1798309,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeathScythe*,qdd82qg,24,4,Terro the Seeker,11582447,847039,1790543,0,0,0,0,0,739902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeathScythe*,qdd82qg,24,5,Sterl the Unmaker,14924085,0,0,0,0,0,0,0,0,991364,1625655,0,0,0,0,0,724618,0,0,0,0,0,0,0,0
DeathScythe*,qdd82qg,24,6,Mohaca the Gale,18220504,1843900,0,0,729474,0,0,0,0,0,0,723043,0,0,0,0,0,0,0,0,0,0,0,0,0
DeathScythe*,qdd82qg,24,3,Terro the Seeker,19797144,0,828279,0,0,0,0,0,0,0,0,0,0,0,0,0,748360,0,0,0,0,0,0,0,0
Kyzu (/=.=)/,b2m6m3e,24,0,Mohaca the Gale,2948560,1055974,5315,84297,1801117,0,1856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyzu (/=.=)/,b2m6m3e,24,1,Terro the Seeker,6255947,429390,1212488,0,0,0,5549,0,1318577,0,0,0,0,0,0,0,341380,0,0,0,0,0,0,0,0
Kyzu (/=.=)/,b2m6m3e,24,2,Sterl the Unmaker,9709068,472102,1195967,0,1255,0,0,0,0,0,0,0,0,0,534485,0,1249293,0,0,0,0,0,17,0,0
Kyzu (/=.=)/,b2m6m3e,24,4,Terro the Seeker,9709068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyzu (/=.=)/,b2m6m3e,24,5,Sterl the Unmaker,12936607,0,814683,0,0,0,2412854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyzu (/=.=)/,b2m6m3e,24,6,Mohaca the Gale,16168058,788167,0,1885829,0,557453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyzu (/=.=)/,b2m6m3e,24,3,Terro the Seeker,19388127,0,0,0,0,0,0,0,0,781412,2438656,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ken,n5y3gkk,24,0,Mohaca the Gale,2311087,0,28252,0,0,0,0,0,0,0,0,0,0,234631,0,1939906,107588,0,0,201,0,508,0,0,0
Ken,n5y3gkk,24,1,Terro the Seeker,5729654,0,0,653966,1981,105005,4403,17989,0,1567428,1067792,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ken,n5y3gkk,24,2,Sterl the Unmaker,7471602,0,0,0,0,0,0,4636,0,0,1737293,0,0,0,0,0,0,18,0,0,0,0,0,0,0
Ken,n5y3gkk,24,4,Terro the Seeker,10944065,0,0,646576,0,270131,0,731699,0,791692,1032362,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ken,n5y3gkk,24,5,Sterl the Unmaker,14062898,993227,1297992,319011,24883,118003,0,42421,13784,0,0,0,0,0,309507,0,0,0,0,0,0,0,0,0,0
Ken,n5y3gkk,24,6,Mohaca the Gale,17205879,0,923078,0,0,310221,0,963008,0,0,0,0,0,0,0,0,946670,0,0,0,0,0,0,0,0
Ken,n5y3gkk,24,3,Terro the Seeker,18479279,0,0,4243,1440,4025,1080,1260,0,994736,216011,0,0,0,0,0,50603,0,0,0,0,0,0,0,0
hermetica,38ebrpk,20,0,Mohaca the Gale,3520805,0,7973,0,0,0,0,161877,327394,2300579,0,24160,0,7413,689154,0,0,0,0,0,1535,0,716,0,0
hermetica,38ebrpk,20,1,Terro the Seeker,6207220,0,0,0,0,0,0,0,0,0,2683076,0,0,0,0,0,0,3337,0,0,0,0,0,0,0
hermetica,38ebrpk,20,2,Sterl the Unmaker,10236406,870163,0,0,0,0,0,0,0,0,3155840,0,0,0,0,0,0,3182,0,0,0,0,0,0,0
hermetica,38ebrpk,20,4,Terro the Seeker,14160046,684277,1588244,0,0,0,0,0,0,1651117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hermetica,38ebrpk,20,5,Sterl the Unmaker,18428340,0,0,0,0,0,0,1329,0,2486426,925695,0,0,0,0,0,854842,0,0,0,0,0,0,0,0
hermetica,38ebrpk,20,6,Mohaca the Gale,18428340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hermetica,38ebrpk,20,3,Terro the Seeker,18428340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kagerou,255r47q,24,0,Mohaca the Gale,2947889,871534,0,0,0,0,0,0,737167,0,0,0,1339186,0,0,0,0,0,0,0,0,0,0,0,0
Kagerou,255r47q,24,1,Terro the Seeker,6105415,731901,806409,0,0,0,0,0,1239988,0,0,0,0,0,0,0,379225,0,0,0,0,0,0,0,0
Kagerou,255r47q,24,2,Sterl the Unmaker,9386145,32074,1503419,0,0,0,0,0,0,847152,0,0,0,0,0,0,897950,0,0,0,0,0,0,0,134
